country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022
Libya,75,161606185,248,105,1499,2,3,3,1,2,1,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,0
Liechtenstein,0,16204,16204,16204,56,3,0,0,10,6,12,8,9,5,3,2,4,3,3,1,5,5,7,12,3,1,2
Liechtenstein,10,16204,9961,9654,56,3,0,0,10,6,12,8,9,5,3,2,4,2,3,1,5,4,7,12,3,1,2
Liechtenstein,15,16204,9546,9292,56,3,0,0,10,6,12,8,9,5,3,2,4,2,3,1,5,4,7,12,3,1,2
Liechtenstein,20,16204,9421,9247,56,3,0,0,10,6,12,8,9,5,3,2,4,2,3,1,5,4,7,12,3,1,2
Liechtenstein,25,16204,9280,9064,56,3,0,0,10,6,12,8,9,5,3,2,4,2,3,1,5,4,7,12,3,1,2
Liechtenstein,30,16204,9077,8909,56,3,0,0,9,6,12,8,9,5,3,2,4,2,3,1,5,4,7,12,3,1,2
Liechtenstein,50,16204,8197,7859,56,3,0,0,9,5,11,8,9,4,3,2,4,2,3,1,5,4,6,11,3,1,2
Liechtenstein,75,16204,6214,5895,56,3,0,0,8,5,10,8,8,4,3,2,3,2,2,1,4,3,6,11,3,1,2
Lithuania,0,6501663,6501663,6501663,241548,7997,10397,8947,13188,20473,17550,16143,15343,14486,21780,21864,17787,14284,16731,16750,27663,27974,21231,27089,24934,23863,25475
Lithuania,10,6501663,2448741,2577161,241548,7988,10382,8938,13163,20438,17505,16099,15265,14453,21726,21797,17658,14006,16113,15952,25929,26173,19930,24883,23268,22846,23998
Lithuania,15,6501663,2408945,2494672,241548,7970,10358,8923,13121,20403,17468,16054,15221,14421,21687,21759,17632,13981,16065,15900,25787,26048,19865,24769,23165,22772,23909
Lithuania,20,6501663,2389066,2478417,241548,7966,10351,8919,13110,20392,17457,16045,15212,14412,21675,21748,17621,13966,16044,15875,25725,25987,19837,24716,23113,22737,23867
Lithuania,25,6501663,2367925,2445367,241548,7965,10350,8917,13107,20389,17454,16042,15208,14410,21673,21744,17613,13950,16020,15846,25646,25919,19804,24655,23057,22699,23817
Lithuania,30,6501663,2336226,2409461,241548,7962,10345,8916,13101,20385,17450,16037,15203,14408,21667,21735,17603,13923,15972,15794,25532,25804,19750,24565,22970,22634,23739
Lithuania,50,6501663,2178847,2192698,241548,7839,10194,8824,12876,20164,17237,15831,15015,14295,21491,21574,17454,13596,15503,15423,24600,24835,19232,23863,22297,22075,23177
Lithuania,75,6501663,1648221,1446658,241548,7068,8948,8033,11638,18048,15742,14350,13667,13185,19793,19890,16166,11621,13052,13165,20079,20160,15998,19993,18454,18615,19710
Luxembourg,0,258156,258156,258156,2851,75,94,106,320,70,375,507,995,220,884,453,449,364,451,353,619,549,521,554,750,1094,354
Luxembourg,10,258156,106223,109548,2851,70,91,104,313,69,368,504,987,217,882,450,446,350,432,330,526,421,463,515,662,1060,325
Luxembourg,15,258156,104334,106724,2851,69,91,104,313,68,367,503,986,217,882,449,445,350,431,329,524,418,461,513,659,1059,324
Luxembourg,20,258156,103505,106114,2851,69,91,104,312,68,367,502,986,217,881,449,445,349,431,328,523,416,460,512,658,1057,323
Luxembourg,25,258156,102679,104959,2851,69,91,104,312,68,366,502,985,217,881,448,444,349,430,328,522,415,459,511,656,1056,322
Luxembourg,30,258156,101326,103463,2851,69,90,103,311,68,366,502,984,216,880,448,444,348,430,327,521,413,458,509,655,1055,321
Luxembourg,50,258156,96722,96535,2851,65,88,102,306,66,358,495,973,213,874,445,442,344,423,323,508,396,446,497,640,1041,313
Luxembourg,75,258156,81751,80548,2851,48,76,86,262,55,310,456,871,195,815,420,424,318,388,295,455,338,389,439,572,972,279
Macao,0,3413,3413,3413,7,1,1,0,0,0,3,5,4,2,1,1,1,0,1,1,0,4,1,3,1,0,1
Macao,10,3413,505,505,7,1,1,0,0,0,3,5,4,2,1,1,1,0,1,1,0,4,1,3,1,0,1
Macao,15,3413,466,469,7,1,1,0,0,0,3,5,4,2,1,1,1,0,1,1,0,4,1,3,1,0,1
Macao,20,3413,454,464,7,1,1,0,0,0,3,5,4,2,1,1,1,0,1,1,0,4,1,3,1,0,1
Macao,25,3413,432,453,7,1,1,0,0,0,3,4,4,2,1,1,1,0,1,1,0,4,1,3,1,0,1
Macao,30,3413,413,432,7,1,1,0,0,0,3,4,4,2,1,1,1,0,1,1,0,4,1,3,1,0,1
Macao,50,3413,342,329,7,1,1,0,0,0,3,4,3,2,1,1,1,0,1,1,0,3,1,2,1,0,1
Macao,75,3413,113,87,7,1,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0
Macedonia,0,2482515,2482515,2482515,12568,2130,939,920,2264,1339,2088,4140,4111,4386,2273,2207,3253,1400,2016,846,1627,1534,1952,2165,2208,3461,2937
Macedonia,10,2482515,911221,717542,12568,2098,907,902,2220,1315,2052,3961,4014,4339,2237,2176,3073,1283,1912,809,1565,1313,1721,1977,1998,2628,2601
Macedonia,15,2482515,863644,675903,12568,2079,900,900,2213,1312,2048,3920,3994,4321,2231,2170,3036,1249,1886,802,1548,1253,1662,1912,1945,2525,2549
Macedonia,20,2482515,842949,664865,12568,2069,893,897,2208,1309,2046,3909,3983,4315,2228,2166,3023,1237,1876,799,1538,1234,1644,1893,1930,2483,2530
Macedonia,25,2482515,819489,645019,12568,2063,892,897,2203,1308,2044,3871,3967,4309,2225,2160,2983,1191,1844,793,1517,1200,1605,1857,1903,2415,2498
Macedonia,30,2482515,781684,614849,12568,2060,890,895,2200,1307,2042,3862,3960,4301,2223,2157,2939,1149,1816,784,1496,1145,1543,1790,1856,2304,2448
Macedonia,50,2482515,696107,498640,12568,1931,855,879,2147,1286,2009,3596,3822,4157,2188,2126,2778,1049,1724,764,1443,1046,1403,1665,1742,1998,2300
Macedonia,75,2482515,536066,216231,12568,1602,745,819,1941,1199,1876,2918,3367,3649,2026,1992,2461,877,1507,682,1297,871,1125,1400,1445,1497,1904
Madagascar,0,59144707,59144707,59144707,173322,91546,104076,110554,94071,110165,100124,209052,141586,154306,125969,170225,139729,323303,456014,327788,416210,563730,399336,280487,266295,266671,287759
Madagascar,10,59144707,33190889,32119835,173322,91391,103516,110092,93657,109687,99524,208614,141075,153915,125609,169926,138863,319483,450211,324167,413096,558246,396361,277675,263088,262835,284030
Madagascar,15,59144707,26503413,26648194,173322,90617,101134,107317,91663,107087,95389,206149,138284,151297,123307,168714,137285,316427,445329,321165,409201,551602,392367,274711,260068,258965,280217
Madagascar,20,59144707,19454929,19546828,173322,88766,94453,94919,86334,99563,80916,197103,130193,142765,114146,165434,131969,306786,428442,310255,394900,528782,378020,263463,249673,245656,267033
Madagascar,25,59144707,18656021,18510952,173322,88342,93096,92241,85204,98042,78378,195068,128550,141151,112303,164622,131009,304794,424896,307891,391847,523780,374981,260959,247310,242676,264213
Madagascar,30,59144707,17141086,16436355,173322,86957,89318,84248,81845,93628,71034,188580,123502,136537,107219,162323,128468,299350,416682,301789,383656,510357,366620,254243,241112,234880,256379
Madagascar,50,59144707,12241380,11904520,173322,77606,77814,66890,71174,77344,49819,156678,102096,117029,91190,146202,111113,253480,320150,245544,317199,401749,297401,197933,195677,179393,199608
Madagascar,75,59144707,5863678,6389034,173322,48035,48835,34572,42627,41009,20144,86980,47604,66562,42464,91338,53452,109788,128317,92945,121091,152276,129860,77776,82670,62580,68543
Malawi,0,11802885,11802885,11802885,41602,4618,6455,11738,10451,18628,9048,12892,17423,7128,7082,15230,16906,18691,27951,16966,21524,26060,24924,17912,25970,28400,23486
Malawi,10,11802885,7092810,6927332,41602,4597,6415,11655,10378,18434,8997,12798,17273,7060,7029,15054,16628,17647,26988,16402,20924,25183,24179,17506,25278,27460,22856
Malawi,15,11802885,4922073,4639655,41602,4278,6047,10982,9661,17151,8520,11961,16118,6591,6559,13950,16007,16453,26056,15819,20122,23883,23236,16964,24315,26152,21933
Malawi,20,11802885,2460637,2359472,41602,3213,4968,8872,7358,12769,6927,9460,12529,5083,5071,10619,13857,13003,22230,13200,16613,19240,19522,14715,20355,21310,18590
Malawi,25,11802885,2216087,2225339,41602,3068,4806,8513,6994,12105,6663,9091,11926,4843,4832,10136,13457,12460,21469,12668,15917,18425,18762,14235,19534,20371,17886
Malawi,30,11802885,1521822,1470590,41602,2488,4190,7113,5712,9445,5563,7494,9724,4030,3982,8216,12173,10562,18587,10785,13509,15308,15487,12134,16068,16564,14858
Malawi,50,11802885,313125,351696,41602,1324,2551,3238,2783,3860,2911,3632,4514,1705,1762,3984,6579,3854,7329,4372,4984,4625,4376,4073,5318,4764,5260
Malawi,75,11802885,16333,7164,41602,211,319,362,255,408,451,418,601,196,251,515,601,270,394,306,280,291,338,468,276,255,401
Malaysia,0,32938349,32938349,32938349,1004945,340192,316776,185711,355377,378196,335577,406869,369553,624954,431973,465014,636314,346994,681336,479616,605396,519228,474484,436141,309942,319583,292410
Malaysia,10,32938349,29786086,29079370,1004945,335435,314308,184642,353089,376473,334480,405723,368432,623446,431018,463587,629879,335264,651257,458258,571591,488605,443211,400895,273674,282831,253251
Malaysia,15,32938349,29667042,28916358,1004945,334604,313843,184415,352711,376155,334309,405548,368293,623244,430891,463440,629324,334653,649590,457072,569642,486968,441573,399180,272145,281182,251635
Malaysia,20,32938349,29583873,28831769,1004945,333837,313321,184211,352301,375809,334113,405365,368142,623026,430776,463283,628856,334140,648223,456118,568108,485702,440302,397798,270799,279809,250204
Malaysia,25,32938349,29531610,28734757,1004945,333372,313008,184079,352070,375644,334027,405282,368079,622930,430712,463206,628608,333834,647408,455546,567171,484964,439562,397027,270116,279098,249484
Malaysia,30,32938349,29430562,28632041,1004945,332497,312554,183911,351802,375420,333901,405159,367972,622780,430607,463078,628171,333221,645779,454345,565249,483416,437985,395367,268721,277554,248089
Malaysia,50,32938349,28977160,27990866,1004945,326084,308556,182120,348711,372693,332281,403486,366672,620776,429379,461843,625171,329940,637593,448589,556067,476230,431089,388344,262653,271212,242163
Malaysia,75,32938349,27249584,26362131,1004945,298075,285356,169465,329006,353414,319886,390144,356023,604070,419354,453425,609274,312172,597954,419348,511613,441289,396588,351905,233263,239101,213508
Maldives,0,27913,27913,27913,31,7,9,4,7,8,12,8,12,9,9,19,7,5,4,0,0,0,0,0,0,0,0
Maldives,10,27913,5826,3978,31,5,5,2,2,4,4,6,7,5,3,11,3,4,3,0,0,0,0,0,0,0,0
Maldives,15,27913,5744,3198,31,5,5,2,2,4,4,6,7,5,3,11,3,4,3,0,0,0,0,0,0,0,0
Maldives,20,27913,5637,2917,31,5,5,2,2,4,4,6,7,5,3,11,2,4,3,0,0,0,0,0,0,0,0
Maldives,25,27913,5607,2856,31,5,5,2,2,4,4,6,7,5,3,11,2,4,3,0,0,0,0,0,0,0,0
Maldives,30,27913,5570,2787,31,5,5,2,2,4,4,6,7,5,3,11,2,4,3,0,0,0,0,0,0,0,0
Maldives,50,27913,4495,2312,31,5,4,2,2,3,4,6,7,5,3,10,2,4,3,0,0,0,0,0,0,0,0
Maldives,75,27913,2038,2003,31,4,4,2,2,3,3,5,6,5,2,8,2,2,3,0,0,0,0,0,0,0,0
Mali,0,125119256,125119256,125119256,203580,5420,7850,1985,21012,12652,22403,15618,16147,16411,5712,27415,19535,29119,22634,16798,14079,30544,27544,28048,18012,19243,22931
Mali,10,125119256,8187012,7102141,203580,4941,7036,1849,19927,12000,21361,14577,15357,15789,5510,26373,18217,25135,19530,15517,13387,28624,26444,26705,17053,18132,21282
Mali,15,125119256,1806917,1938353,203580,1711,1989,416,7279,3734,6694,3749,4373,5653,1753,9063,4867,13865,10083,8699,7686,15983,15266,14548,9189,9596,10214
Mali,20,125119256,151534,218619,203580,592,429,83,1211,476,677,674,490,792,268,823,492,2161,1295,922,950,1812,1478,1319,862,849,922
Mali,25,125119256,101105,176149,203580,495,322,65,712,289,404,427,303,522,182,507,311,1583,922,650,681,1286,1022,899,593,586,630
Mali,30,125119256,25098,49160,203580,348,175,34,153,83,104,125,106,158,54,166,79,410,270,204,205,332,299,211,149,130,159
Mali,50,125119256,390,430,203580,166,63,11,33,12,5,15,20,20,12,20,4,0,0,0,0,0,0,0,0,0,0
Mali,75,125119256,47,0,203580,22,9,1,2,2,0,2,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0
Malta,0,32335,32335,32335,11,1,3,0,4,1,1,1,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0
Malta,10,32335,174,183,11,1,2,0,3,1,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0
Malta,15,32335,149,149,11,1,2,0,3,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
Malta,20,32335,139,145,11,1,2,0,3,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
Malta,25,32335,128,131,11,1,2,0,3,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
Malta,30,32335,117,116,11,1,2,0,3,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
Malta,50,32335,85,54,11,1,2,0,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Malta,75,32335,46,18,11,1,1,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Martinique,0,111788,111788,111788,678,198,52,295,174,215,95,160,296,208,78,159,330,217,213,47,36,169,77,86,89,62,44
Martinique,10,111788,79062,79304,678,194,49,291,169,208,92,157,283,202,76,155,313,156,165,33,28,124,54,63,67,46,35
Martinique,15,111788,77286,78931,678,194,49,290,168,206,92,157,281,201,76,154,311,153,162,32,27,122,53,62,67,45,34
Martinique,20,111788,76256,78498,678,193,49,290,168,206,91,156,280,201,76,154,311,150,160,32,27,119,52,62,66,45,33
Martinique,25,111788,75484,78281,678,193,49,289,168,205,91,156,280,200,76,154,310,148,159,32,26,117,52,61,65,44,33
Martinique,30,111788,74650,77223,678,193,49,288,167,205,91,156,278,199,75,153,308,146,157,32,26,116,51,61,65,44,33
Martinique,50,111788,70992,69963,678,188,48,284,162,198,88,153,270,195,73,150,298,134,143,28,23,107,48,57,62,40,30
Martinique,75,111788,62862,60818,678,172,42,263,146,172,77,140,237,174,67,134,264,86,97,17,13,61,33,40,49,24,21
Mauritania,0,104117151,104117151,104117151,711,42,2,7,7,2,1,1,1,1,1,1,23,183,219,17,0,1,22,29,61,59,84
Mauritania,10,104117151,65,623,711,38,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mauritania,15,104117151,42,59,711,36,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,20,104117151,36,7,711,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,25,104117151,36,4,711,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,30,104117151,33,1,711,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,50,104117151,16,0,711,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,75,104117151,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,0,191367,191367,191367,0,161,160,135,361,184,155,142,204,278,26,621,213,1081,1168,0,0,0,0,0,0,0,0
Mauritius,10,191367,148741,158479,0,160,160,135,360,184,154,142,203,277,26,613,202,929,1075,0,0,0,0,0,0,0,0
Mauritius,15,191367,136548,147104,0,160,159,133,356,182,153,141,202,274,25,601,197,854,1019,0,0,0,0,0,0,0,0
Mauritius,20,191367,89079,109020,0,158,157,127,345,179,147,137,196,258,24,541,169,408,684,0,0,0,0,0,0,0,0
Mauritius,25,191367,83477,103167,0,158,157,125,341,178,146,136,194,255,24,528,164,346,634,0,0,0,0,0,0,0,0
Mauritius,30,191367,71305,89164,0,157,154,120,329,174,142,132,189,242,23,487,152,219,532,0,0,0,0,0,0,0,0
Mauritius,50,191367,50858,55369,0,149,142,101,275,152,119,117,168,197,21,356,130,89,324,0,0,0,0,0,0,0,0
Mauritius,75,191367,29250,35744,0,115,105,49,167,88,67,64,111,107,14,146,94,38,103,0,0,0,0,0,0,0,0
Mayotte,0,39165,39165,39165,249,33,21,32,5,35,42,20,44,6,32,2,135,339,1191,19,86,46,76,36,172,66,75
Mayotte,10,39165,35376,35645,249,33,21,32,5,35,42,20,44,6,32,2,135,337,1183,19,85,46,75,36,172,65,74
Mayotte,15,39165,35140,35131,249,33,21,32,5,35,42,20,43,6,32,2,135,336,1180,19,85,45,75,35,171,65,74
Mayotte,20,39165,34222,34274,249,32,21,31,5,35,42,20,43,6,32,2,133,331,1165,18,84,45,74,35,168,64,74
Mayotte,25,39165,33980,33984,249,32,21,31,5,35,42,20,43,6,32,2,132,330,1160,18,84,44,73,35,168,64,73
Mayotte,30,39165,33577,33446,249,31,21,31,5,34,42,20,43,6,32,2,131,328,1150,18,83,44,73,35,167,64,73
Mayotte,50,39165,30547,30197,249,31,21,29,4,32,41,20,41,6,31,2,122,298,1038,16,79,42,68,33,159,58,70
Mayotte,75,39165,18865,19958,249,21,16,20,2,21,27,15,32,4,19,0,70,157,488,8,41,27,51,23,113,36,43
Mexico,0,195185465,195185465,195185465,1423107,172393,174445,167841,187039,229315,199426,239433,203769,307114,182710,200923,190847,251804,199105,226627,320707,358471,321394,379405,342099,228708,219072
Mexico,10,195185465,63715499,55870456,1423107,162345,162544,155833,174171,212727,184196,223883,188814,287486,170272,190782,179502,228385,179458,206825,287252,316932,284697,342256,312126,202079,189689
Mexico,15,195185465,60308408,54842548,1423107,161329,161587,155067,173111,211396,182908,222577,187772,286194,169439,189822,178277,225637,176773,203822,283246,310844,279259,337619,307820,197611,185918
Mexico,20,195185465,57502702,53991594,1423107,160254,160714,154297,172044,209962,181716,221316,186656,284632,168553,188829,177085,223138,174438,201362,279850,306104,274828,333946,304638,194388,183377
Mexico,25,195185465,55224787,52481649,1423107,159399,159856,153423,170991,208506,180332,220068,185506,282912,167771,187884,176088,221322,172729,199668,277459,302530,271172,331112,302327,191862,181245
Mexico,30,195185465,53177142,50346718,1423107,158303,158834,152559,169841,206856,179044,218601,184377,281232,166729,186771,174753,219048,170750,197651,274183,298788,267151,327438,299526,189079,178858
Mexico,50,195185465,42125966,38639036,1423107,144740,145678,140228,154229,187027,163616,197895,168050,258812,152008,171847,161229,202952,157509,184992,253141,277663,242081,306001,283411,171722,163825
Mexico,75,195185465,29496346,26626159,1423107,115278,118993,109402,119976,143398,131751,152069,134448,207334,123379,140410,131554,161579,123561,151247,199798,221999,184461,246345,237399,132306,128604
Micronesia,0,10267,10267,10267,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,10,10267,6460,6340,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,15,10267,6383,6259,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,20,10267,6347,6246,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,25,10267,6333,6233,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,30,10267,6172,6206,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,50,10267,6017,6002,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,75,10267,5613,5640,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,0,3390781,3390781,3390781,36546,160,248,115,311,130,194,273,167,225,200,216,1913,216,433,519,971,1249,944,899,1550,1232,1284
Moldova,10,3390781,442591,421546,36546,152,238,106,281,117,180,252,142,200,186,199,1865,183,375,500,863,1124,881,838,1446,1153,1164
Moldova,15,3390781,417393,385800,36546,150,235,103,273,114,176,243,139,195,181,192,1842,180,373,499,855,1117,876,835,1442,1149,1159
Moldova,20,3390781,400124,381830,36546,149,233,101,269,113,176,240,137,192,179,190,1828,179,371,498,849,1112,871,830,1435,1145,1151
Moldova,25,3390781,378198,370488,36546,147,231,101,266,110,174,237,136,189,178,188,1806,176,368,497,843,1104,867,825,1426,1139,1141
Moldova,30,3390781,356012,358429,36546,147,230,101,264,110,173,236,135,188,177,187,1772,167,363,496,833,1092,862,817,1414,1131,1130
Moldova,50,3390781,315736,298910,36546,133,216,93,236,99,165,215,124,169,166,168,1578,153,348,486,793,1044,834,785,1363,1082,1070
Moldova,75,3390781,211931,188667,36546,109,185,79,188,82,148,170,105,135,137,134,1161,117,248,355,542,674,560,505,914,707,666
Monaco,0,235,235,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco,10,235,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco,15,235,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco,20,235,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco,25,235,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco,30,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco,50,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco,75,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,0,156624745,156624745,156624745,78601,24436,23126,51482,68794,9547,17997,52002,67609,89362,11128,5237,60497,1336,898,7681,5834,33793,11365,7253,826,286,184
Mongolia,10,156624745,6150015,5578231,78601,22599,21061,45268,61549,8360,15728,50107,63144,86816,9926,4252,47369,838,674,7454,5007,30018,9980,4804,561,208,132
Mongolia,15,156624745,5086889,4650085,78601,21719,19681,41829,57484,7986,14669,49346,60652,84845,9470,3938,41936,746,613,7350,4562,28129,9610,3761,525,201,124
Mongolia,20,156624745,4757437,4508477,78601,21386,19440,40170,55635,7789,13882,48765,57820,83421,9120,3782,39355,709,586,7306,4471,27426,9505,3473,511,198,119
Mongolia,25,156624745,4465768,4083469,78601,21254,19167,39386,54676,7612,13558,48446,57094,82850,8975,3683,37391,676,560,7234,4323,26675,9396,3261,491,195,114
Mongolia,30,156624745,4090465,3552633,78601,21057,18728,38434,53303,7467,13249,48082,56001,81793,8764,3551,34640,629,523,7145,4142,25238,9225,2815,465,187,103
Mongolia,50,156624745,1863043,1244280,78601,17444,12494,18137,27855,4823,8096,39247,33459,58739,5281,2052,14001,239,250,5859,2475,10747,6516,883,239,100,53
Mongolia,75,156624745,308043,202006,78601,10819,4798,4641,7569,1628,2472,18042,11118,24871,1820,731,4139,42,52,3431,1035,671,583,107,38,11,5
Montenegro,0,1333523,1333523,1333523,9784,894,196,227,960,181,195,1171,1536,595,232,536,1431,2979,1708,224,1220,1701,1926,700,1063,558,1238
Montenegro,10,1333523,691830,640508,9784,879,184,213,936,175,183,1092,1464,578,220,516,1325,2559,1510,191,1159,1488,1768,662,1011,527,1200
Montenegro,15,1333523,667036,617138,9784,872,183,209,928,174,180,1081,1452,573,217,510,1304,2504,1482,190,1150,1437,1736,658,1004,522,1193
Montenegro,20,1333523,655021,607527,9784,870,181,208,924,174,179,1074,1446,571,216,507,1298,2481,1472,188,1146,1405,1720,656,1000,520,1189
Montenegro,25,1333523,640140,592404,9784,862,180,204,919,173,177,1059,1434,567,212,497,1281,2448,1456,186,1138,1361,1696,653,995,516,1182
Montenegro,30,1333523,616440,580120,9784,858,180,204,915,172,176,1051,1429,565,211,494,1259,2401,1438,181,1120,1269,1652,647,983,508,1169
Montenegro,50,1333523,550242,503009,9784,795,166,178,857,166,158,961,1348,527,195,452,1118,2133,1303,171,1070,917,1496,623,934,481,1104
Montenegro,75,1333523,419301,328673,9784,638,130,105,648,143,117,661,1085,398,151,364,813,1503,1038,156,940,611,1168,547,797,404,908
Montserrat,0,10062,10062,10062,250,7,2,2,8,25,13,12,7,5,113,6,2,1,0,0,7,1,11,5,6,4,1
Montserrat,10,10062,4884,4627,250,7,2,2,8,24,13,11,7,5,111,6,2,1,0,0,6,0,10,5,3,3,1
Montserrat,15,10062,4780,4603,250,7,2,2,8,24,13,11,7,5,110,6,2,1,0,0,6,0,10,5,3,3,1
Montserrat,20,10062,4712,4549,250,7,2,2,8,24,13,10,7,5,110,6,2,1,0,0,6,0,10,5,3,3,1
Montserrat,25,10062,4654,4516,250,7,2,2,8,24,13,10,7,5,110,6,2,1,0,0,6,0,9,5,2,3,1
Montserrat,30,10062,4583,4415,250,7,2,2,8,24,13,10,7,5,109,6,2,1,0,0,6,0,9,5,2,3,1
Montserrat,50,10062,4290,3871,250,7,2,2,8,24,12,10,6,5,107,6,2,1,0,0,6,0,9,5,2,2,0
Montserrat,75,10062,3528,3198,250,5,2,2,8,23,12,9,6,4,102,6,2,0,0,0,4,0,6,4,2,1,0
Morocco,0,41348767,41348767,41348767,81646,2112,4353,2384,2160,2387,2910,3052,4283,1631,1346,4526,4121,5514,10564,7675,13629,12169,10708,9205,11919,6140,20492
Morocco,10,41348767,1113056,591526,81646,1968,4111,2186,1636,1757,2422,2666,3661,1325,1078,3595,1937,1112,2166,1299,2774,3069,2543,1606,4205,1908,13401
Morocco,15,41348767,891662,527705,81646,1933,4043,2121,1532,1626,2326,2595,3539,1274,1039,3514,1857,1005,1980,1155,2473,2815,2364,1471,3996,1754,12887
Morocco,20,41348767,822653,518482,81646,1898,4004,2088,1470,1574,2270,2560,3467,1219,1003,3465,1795,953,1865,1099,2330,2678,2251,1385,3850,1686,12633
Morocco,25,41348767,722979,422727,81646,1880,3961,2060,1452,1542,2243,2529,3433,1208,994,3428,1755,900,1769,1017,2179,2523,2156,1321,3742,1611,12344
Morocco,30,41348767,648569,405763,81646,1868,3924,2043,1441,1526,2222,2513,3409,1197,988,3392,1690,836,1682,952,2041,2367,2078,1250,3621,1538,12016
Morocco,50,41348767,436049,250765,81646,1398,3026,1409,937,1000,1614,2011,2646,897,772,2744,1293,583,1300,665,1425,1724,1595,948,2969,1166,10251
Morocco,75,41348767,210943,131281,81646,780,1596,707,428,464,833,1198,1558,452,482,1749,697,306,694,294,648,834,964,509,1704,636,6863
Mozambique,0,78729717,78729717,78729717,583188,76369,138716,106668,146444,198125,217845,184224,269663,283155,247364,187167,177308,222580,259282,234273,319820,491441,237424,312704,312029,378021,329178
Mozambique,10,78729717,70942086,68315996,583188,76295,138507,106514,146243,197893,217686,184022,269357,282836,247092,187005,176602,218717,256785,231952,318126,487167,235780,310398,310017,375272,326853
Mozambique,15,78729717,59489289,57512742,583188,75192,135819,104469,143419,194570,214843,180866,264521,277971,242908,184826,173711,211387,250646,227404,312737,473968,230145,304110,302986,366295,318603
Mozambique,20,78729717,39859115,38679558,583188,68863,121809,92579,126394,174235,195190,160458,235391,248590,219905,168811,157530,185398,224769,204613,282124,413377,200445,270565,267488,320981,276991
