country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022
Guatemala,15,10915098,8108011,7360612,291032,53776,55910,98781,56766,101285,52862,127045,77474,87224,59924,40783,84461,55556,62497,54800,179833,80826,72379,91495,99587,50731,47296
Guatemala,20,10915098,7949440,7312918,291032,53612,55805,98588,56666,101140,52761,126888,77380,87131,59838,40724,84327,55402,62271,54583,179316,80434,71934,91030,99213,50420,46980
Guatemala,25,10915098,7822918,7167397,291032,53502,55720,98422,56578,101012,52683,126755,77298,87058,59773,40669,84214,55289,62079,54411,178945,80165,71633,90719,98954,50213,46750
Guatemala,30,10915098,7693456,7034117,291032,53310,55601,98174,56449,100829,52558,126557,77173,86944,59668,40587,84044,55149,61831,54147,178397,79732,71161,90198,98556,49896,46396
Guatemala,50,10915098,6951962,6219667,291032,50532,53475,92505,54262,97026,50528,122873,75091,84994,58141,39546,81927,53972,60005,52243,174328,76706,67957,86802,95885,47793,44126
Guatemala,75,10915098,5756629,5331352,291032,42912,46535,71843,47069,81042,44282,106827,67129,77258,53078,36804,74236,49136,52733,45466,155711,65337,57102,74908,85752,41020,37187
Guernsey,0,8845,8845,8845,79,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Guernsey,10,8845,2117,2545,79,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Guernsey,15,8845,1873,2225,79,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Guernsey,20,8845,1766,2171,79,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Guernsey,25,8845,1651,2057,79,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Guernsey,30,8845,1508,1936,79,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Guernsey,50,8845,1155,1379,79,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Guernsey,75,8845,465,683,79,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Guinea,0,24481607,24481607,24481607,272657,25019,38029,12130,30233,25251,22810,55080,38676,40816,45630,46118,37962,210154,191822,228433,303328,360869,299782,313292,275162,263900,219753
Guinea,10,24481607,22567098,21944918,272657,24956,37881,12060,30027,25054,22766,54844,38475,40604,45061,45982,37856,209590,191411,228149,302998,360214,299165,312561,274737,263465,219096
Guinea,15,24481607,19376715,19060281,272657,23693,36065,11241,26576,22276,21597,48921,32936,35459,32916,42770,36614,206611,188490,226398,299881,353121,291797,305099,270266,259075,213245
Guinea,20,24481607,12426851,12795736,272657,21111,32459,10026,21170,18128,18584,39648,25574,28147,19872,35132,30785,181978,165927,203393,268843,299488,241870,254783,230972,220327,174065
Guinea,25,24481607,11347596,11632141,272657,20528,31660,9863,20186,17342,17757,38265,24466,26960,18782,33329,29307,175548,159963,196184,259928,286592,230054,242972,220879,210246,165121
Guinea,30,24481607,8159637,8023664,272657,18572,28933,9229,17158,14581,15306,33821,21481,23388,16046,27638,24486,146184,132716,161820,216012,231588,182895,193690,178407,167377,130216
Guinea,50,24481607,2155938,2409503,272657,10425,17868,5276,6920,5462,6968,16530,8674,10008,6663,9366,10202,43279,41958,46852,66686,71082,49098,55445,56411,44812,38928
Guinea,75,24481607,182015,264463,272657,1943,2953,847,993,748,876,2256,1108,1405,801,876,938,899,768,895,1435,1547,839,1002,1147,721,860
Guinea-Bissau,0,3388205,3388205,3388205,43269,3279,7456,1374,5812,6832,3583,9704,4127,11846,6701,6090,7359,40588,18991,19980,26517,26926,23246,27437,26313,21163,16132
Guinea-Bissau,10,3388205,2909284,2909536,43269,3265,7419,1362,5799,6788,3561,9679,4124,11828,6692,6080,7328,40451,18928,19898,26443,26820,23131,27342,26163,21104,16058
Guinea-Bissau,15,3388205,2693559,2627282,43269,3185,7246,1300,5692,6067,3327,9293,4092,11650,6603,6040,7114,40099,18809,19797,26287,26578,22993,27156,26068,20970,15951
Guinea-Bissau,20,3388205,1677845,1752295,43269,2809,6606,1088,4412,4502,2400,7242,3696,9429,5630,5071,4808,30582,16251,17076,21890,22243,19282,21899,22513,17570,13092
Guinea-Bissau,25,3388205,1503920,1576561,43269,2741,6501,1078,4196,4382,2310,7009,3602,9050,5408,4881,4385,27742,15470,16051,20496,20845,18117,20400,21335,16663,12312
Guinea-Bissau,30,3388205,1069849,1126587,43269,2362,6074,1022,3539,3928,2018,6044,3248,7964,4900,4284,3511,20704,12859,12661,16120,16437,14394,15623,17108,13685,9780
Guinea-Bissau,50,3388205,314210,203571,43269,703,2901,497,1265,1623,855,2003,1441,3505,2750,2085,1615,7819,5727,5202,6643,6693,6034,6105,7546,5940,4275
Guinea-Bissau,75,3388205,3469,4924,43269,44,172,23,94,67,61,85,83,184,185,95,12,28,22,14,21,18,24,18,50,29,22
Guyana,0,20974416,20974416,20974416,30502,10099,4864,7445,4086,5864,5958,5266,9490,8312,10147,8411,13265,7491,12776,13273,26927,19694,11962,22811,16160,9722,10715
Guyana,10,20974416,19068842,19145587,30502,10059,4840,7427,4070,5842,5941,5254,9470,8280,10118,8376,13132,7151,12242,13121,26584,19478,11790,22395,15815,9559,10589
Guyana,15,20974416,19051732,19133405,30502,10055,4837,7425,4069,5840,5939,5253,9468,8277,10114,8374,13128,7144,12224,13112,26568,19466,11785,22377,15806,9554,10585
Guyana,20,20974416,19030639,19114128,30502,10049,4833,7423,4066,5837,5937,5252,9464,8273,10109,8370,13122,7135,12202,13104,26549,19455,11776,22357,15791,9549,10578
Guyana,25,20974416,19010117,19091178,30502,10045,4831,7421,4064,5835,5935,5251,9462,8270,10104,8366,13117,7124,12165,13093,26528,19443,11768,22341,15779,9544,10572
Guyana,30,20974416,18996033,19052060,30502,10040,4827,7419,4062,5832,5934,5250,9460,8267,10099,8363,13112,7117,12154,13084,26512,19434,11761,22324,15770,9537,10564
Guyana,50,20974416,18900466,18825319,30502,9966,4785,7367,4033,5797,5890,5221,9415,8207,10012,8317,13029,7070,12049,13013,26360,19361,11704,22159,15690,9502,10523
Guyana,75,20974416,18768615,18548992,30502,9804,4709,7204,3961,5701,5772,5131,9298,8069,9851,8228,12852,6990,11884,12875,26033,19192,11589,21735,15524,9433,10445
Haiti,0,2710684,2710684,2710684,13832,2669,2297,1150,2607,2211,1343,2285,2379,2682,2253,2774,4985,4483,5097,3961,18495,6175,4777,5185,4544,2911,2277
Haiti,10,2710684,1073321,905901,13832,2559,2191,1105,2471,2100,1206,2163,2266,2538,2149,2640,4417,3447,4144,3311,17719,5736,4343,4646,4053,2579,2015
Haiti,15,2710684,1010107,882442,13832,2544,2179,1097,2455,2088,1194,2148,2251,2520,2138,2624,4383,3373,4064,3260,17595,5680,4284,4576,3990,2534,1975
Haiti,20,2710684,950111,861323,13832,2514,2154,1085,2427,2067,1183,2121,2229,2501,2118,2601,4344,3302,3991,3199,17475,5613,4231,4504,3923,2487,1924
Haiti,25,2710684,907107,830333,13832,2493,2140,1079,2405,2053,1173,2101,2211,2486,2103,2587,4311,3252,3935,3158,17388,5566,4195,4464,3877,2457,1892
Haiti,30,2710684,858466,792451,13832,2469,2120,1070,2383,2033,1163,2077,2192,2465,2084,2564,4273,3181,3859,3088,17267,5499,4132,4395,3802,2414,1844
Haiti,50,2710684,657383,561844,13832,2012,1757,915,1958,1738,996,1696,1857,2120,1759,2222,3783,2803,3427,2690,16554,5086,3812,4034,3383,2135,1561
Haiti,75,2710684,433473,340574,13832,1276,1074,606,1214,1199,695,1096,1199,1433,1167,1471,2653,2049,2451,1850,14810,4138,3085,3140,2505,1609,1068
Honduras,0,11228980,11228980,11228980,137965,43307,32138,34482,26988,41437,42727,43218,44738,52217,46784,53254,33163,45731,60741,53263,196676,120202,80965,87666,98459,75399,60386
Honduras,10,11228980,8440306,8025280,137965,42762,31787,33995,26666,40848,42076,42730,43831,51793,46409,52896,32596,44330,58570,51384,192111,115947,77765,83369,95104,71048,58266
Honduras,15,11228980,8254434,7934819,137965,42686,31737,33932,26623,40774,41987,42668,43723,51731,46352,52839,32532,44160,58265,51093,191274,115266,77294,82819,94648,70593,58006
Honduras,20,11228980,8047225,7861253,137965,42569,31655,33821,26562,40669,41865,42579,43582,51653,46258,52749,32450,43958,57955,50763,190250,114586,76874,82266,94229,70097,57752
Honduras,25,11228980,7883572,7705810,137965,42487,31605,33741,26520,40591,41768,42509,43465,51593,46185,52679,32384,43792,57719,50510,189251,114016,76582,81846,93960,69813,57558
Honduras,30,11228980,7740482,7554766,137965,42380,31528,33625,26455,40472,41631,42412,43299,51514,46085,52572,32305,43632,57482,50242,188443,113474,76254,81416,93649,69498,57343
Honduras,50,11228980,6696598,6478959,137965,40267,29957,31461,25159,38399,38988,40446,40402,49840,44335,50851,31240,42044,55137,47230,177419,107673,73050,77392,90844,67035,55355
Honduras,75,11228980,5266740,5333552,137965,34530,25781,26379,21733,33631,33299,35061,34745,45449,39884,45822,28304,37693,49426,40118,147503,92769,65114,68518,83151,61406,50734
Hong Kong,0,112913,112913,112913,676,8,17,8,20,9,23,32,28,53,14,16,17,14,41,34,92,129,308,62,182,123,80
Hong Kong,10,112913,68820,69333,676,8,17,7,19,9,22,31,27,52,13,16,14,7,30,26,59,103,222,33,109,88,61
Hong Kong,15,112913,66554,66526,676,8,16,7,19,9,21,30,27,51,13,16,14,6,29,25,55,101,189,31,94,76,60
Hong Kong,20,112913,65393,65901,676,8,16,7,19,9,21,30,27,51,13,16,14,6,29,25,49,99,181,29,87,69,58
Hong Kong,25,112913,63968,64503,676,8,16,7,19,9,21,30,27,51,13,15,14,5,28,24,46,97,171,27,81,66,57
Hong Kong,30,112913,62046,62932,676,8,16,7,19,9,21,30,27,50,13,15,14,5,28,24,43,92,156,25,73,58,55
Hong Kong,50,112913,52270,50638,676,7,12,6,17,8,19,26,23,44,12,14,13,3,22,18,26,58,76,16,36,23,42
Hong Kong,75,112913,28032,26401,676,4,7,5,11,6,9,16,11,24,10,10,10,1,9,6,9,12,11,3,6,7,7
Hungary,0,9305264,9305264,9305264,207301,7586,7775,5781,12107,10508,8110,9519,9160,10183,11364,8337,12412,9728,17181,11805,16189,16248,16167,16895,14330,17160,18738
Hungary,10,9305264,2221571,2217441,207301,7550,7739,5752,12045,10439,8036,9420,9006,10112,11294,8264,12059,9164,15615,10945,14417,14488,14223,14799,12343,14192,15341
Hungary,15,9305264,2151118,2094300,207301,7539,7731,5746,12035,10428,8020,9399,8968,10100,11277,8248,12023,9118,15507,10898,14333,14406,14129,14713,12273,14098,15213
Hungary,20,9305264,2112581,2078660,207301,7533,7723,5741,12024,10414,8005,9382,8937,10088,11266,8238,12001,9081,15427,10862,14262,14332,14047,14640,12203,14011,15106
Hungary,25,9305264,2063968,2040279,207301,7525,7714,5735,12014,10403,7995,9370,8920,10078,11260,8229,11965,9027,15309,10807,14159,14239,13943,14534,12115,13890,14971
Hungary,30,9305264,1990161,1991868,207301,7522,7711,5733,12009,10398,7990,9361,8912,10072,11255,8225,11922,8952,15140,10720,14021,14109,13799,14398,12014,13753,14805
Hungary,50,9305264,1797831,1722048,207301,7397,7575,5655,11852,10232,7839,9163,8627,9921,11115,8103,11640,8496,14237,10221,13232,13325,12986,13634,11404,12995,13924
Hungary,75,9305264,1427117,1142099,207301,6857,6976,5260,11102,9442,7201,8352,7746,9145,10294,7409,10598,6933,11494,8382,10525,10831,10481,11169,9435,10555,11363
Iceland,0,10222426,10222426,10222426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,10,10222426,0,818091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,15,10222426,0,608518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,20,10222426,0,574115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,25,10222426,0,499455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,30,10222426,0,424690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,50,10222426,0,175958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,75,10222426,0,38555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,0,315279651,315279651,315279651,1881689,66206,57258,52001,81335,68790,75163,82272,95520,88022,56434,103916,115841,115800,185371,150249,232572,251164,191780,174537,195954,176809,165776
India,10,315279651,49091050,43360360,1881689,63970,54643,49342,76823,64600,69947,76714,89203,82422,52897,93751,100847,88796,150939,124481,188819,204475,146207,132931,150519,142971,133276
India,15,315279651,44955777,38986583,1881689,63439,54051,48793,75809,63808,69035,75668,88021,81215,52269,91705,98802,86243,147040,121704,184326,199157,141378,128808,146023,139383,129594
India,20,315279651,43702784,38376592,1881689,63176,53731,48508,75336,63408,68562,75140,87406,80633,51939,90850,97770,84845,145084,120365,182055,196811,139154,126954,143989,137791,127915
India,25,315279651,41737014,37060716,1881689,62610,53233,47978,74496,62801,67771,74307,86431,79687,51550,89316,96487,83532,143188,119091,179916,194618,136966,125182,142026,136297,126284
India,30,315279651,38830351,34435273,1881689,62361,53005,47751,74129,62505,67411,73907,85953,79203,51317,88460,95069,80866,139138,116308,175362,189421,132233,121154,137716,132748,122629
India,50,315279651,30465293,23802597,1881689,58273,48500,43330,66983,56566,60216,66139,77279,71301,46887,76084,83478,70317,121980,104529,156387,169313,114924,106397,121378,119403,108637
India,75,315279651,16790629,13571646,1881689,45401,35966,31513,49134,41307,42922,44633,53482,49145,33816,48363,56895,39930,66368,62097,92599,98487,61340,57756,66505,69474,59914
Indonesia,0,189024469,189024469,189024469,4882138,754497,864973,549191,1303378,1196074,1451761,1413149,1416138,1960378,1288137,1560849,2305404,1222775,2048023,1877564,2598734,1449331,1363601,1336080,1071766,953796,1002529
Indonesia,10,189024469,165098735,162774273,4882138,748277,859058,546504,1294320,1186619,1439374,1393374,1400823,1950154,1281788,1548627,2271472,1153805,1924739,1773462,2459868,1332281,1247351,1206948,983071,862487,908034
Indonesia,15,189024469,163637823,160772132,4882138,747172,858057,546050,1292859,1185306,1437459,1391662,1399507,1948610,1281103,1547109,2268371,1149675,1916085,1765685,2448898,1322838,1238703,1197867,976625,856106,901047
Indonesia,20,189024469,162782759,160094820,4882138,745909,856862,545514,1291223,1184189,1435664,1389889,1398130,1947138,1280369,1545742,2264784,1145712,1908155,1758831,2439835,1315088,1231524,1190440,971217,850662,895304
Indonesia,25,189024469,161883473,158971104,4882138,745101,856088,545179,1290167,1183372,1434495,1388963,1397341,1946207,1279944,1544825,2262950,1143338,1903171,1754552,2433604,1310033,1226969,1185513,967740,847352,891667
Indonesia,30,189024469,160641223,157793272,4882138,744088,855276,544810,1289043,1182442,1433150,1387625,1396251,1944963,1279332,1543629,2260261,1139299,1894361,1746471,2422072,1300719,1218733,1176884,961588,841391,885238
Indonesia,50,189024469,155063352,150794757,4882138,734820,845679,540480,1274925,1170930,1414754,1371557,1381812,1927451,1271074,1530074,2234684,1113899,1840272,1697199,2351383,1249678,1172038,1127530,927805,810566,851369
Indonesia,75,189024469,140897529,136932648,4882138,691832,792397,512877,1195233,1105177,1313633,1280673,1292289,1814232,1212252,1454725,2101034,1000148,1612983,1480170,2041155,1061130,996389,949737,795621,691287,723312
Iran,0,162173903,162173903,162173903,49762,423,675,416,425,244,220,219,479,269,289,310,505,313,184,0,10,181,77,172,36,35,120
Iran,10,162173903,1999539,1540212,49762,348,583,344,299,183,156,144,386,199,213,246,422,91,93,0,3,125,70,150,23,23,102
Iran,15,162173903,1894537,1466060,49762,340,573,337,291,179,149,139,382,196,207,243,417,86,88,0,3,121,69,148,22,22,101
Iran,20,162173903,1851258,1452135,49762,338,566,332,285,177,146,135,378,194,203,241,414,83,85,0,2,119,69,147,22,22,100
Iran,25,162173903,1800732,1404935,49762,334,562,329,280,175,143,133,376,192,199,240,410,77,82,0,2,116,68,146,21,22,97
Iran,30,162173903,1731671,1370815,49762,332,558,327,276,173,141,131,374,191,196,239,407,72,78,0,2,110,68,144,20,21,95
Iran,50,162173903,1545483,973603,49762,293,483,279,224,141,110,107,327,168,157,215,363,49,51,0,2,86,65,135,18,17,77
Iran,75,162173903,999614,267362,49762,203,254,157,107,62,46,50,166,94,77,115,171,19,15,0,1,19,51,94,7,3,12
Iraq,0,44535865,44535865,44535865,9457,31,35,46,14,20,19,27,40,34,24,23,51,147,35,2,5,1,0,0,1,0,0
Iraq,10,44535865,38464,43521,9457,17,19,22,5,6,7,12,20,19,15,4,10,4,3,0,1,1,0,0,0,0,0
Iraq,15,44535865,29514,39149,9457,16,15,22,5,6,7,11,19,18,14,4,10,3,3,0,0,1,0,0,0,0,0
Iraq,20,44535865,25194,38535,9457,16,11,21,4,5,6,11,18,16,14,3,10,3,2,0,0,1,0,0,0,0,0
Iraq,25,44535865,20021,28159,9457,16,11,20,4,5,6,10,18,16,14,3,9,3,2,0,0,1,0,0,0,0,0
Iraq,30,44535865,17504,27445,9457,16,11,20,4,5,6,10,18,16,13,3,9,3,1,0,0,1,0,0,0,0,0
Iraq,50,44535865,6658,18089,9457,13,6,15,3,3,4,7,14,9,9,2,6,1,1,0,0,0,0,0,0,0,0
Iraq,75,44535865,818,4158,9457,10,4,12,1,1,2,3,2,3,5,1,2,0,0,0,0,0,0,0,0,0,0
Ireland,0,7036645,7036645,7036645,284263,9905,5521,2308,7147,8358,5357,12484,7204,7362,4042,3230,6010,5789,6369,4937,10816,7216,9599,12693,7459,10625,8322
Ireland,10,7036645,1105935,2007653,284263,9720,5370,2293,6998,8202,5289,11947,7025,7287,3946,3141,5886,4926,5844,4592,9696,6357,8630,10829,6448,9166,7077
Ireland,15,7036645,957520,1809116,284263,9638,5332,2279,6926,8152,5266,11812,6972,7259,3899,3127,5852,4872,5813,4571,9615,6301,8571,10717,6391,9080,7017
Ireland,20,7036645,905022,1755641,284263,9619,5320,2276,6906,8134,5260,11769,6954,7252,3887,3122,5847,4857,5802,4563,9591,6284,8556,10675,6374,9046,6992
Ireland,25,7036645,874878,1620127,284263,9603,5311,2270,6894,8118,5254,11729,6939,7246,3873,3115,5833,4796,5737,4501,9447,6171,8414,10472,6246,8839,6807
Ireland,30,7036645,841571,1500431,284263,9559,5298,2263,6866,8094,5248,11682,6924,7231,3855,3109,5826,4773,5718,4484,9388,6129,8380,10370,6207,8780,6759
Ireland,50,7036645,638979,1000868,284263,8919,5042,2175,6470,7765,5109,10852,6591,7065,3626,3018,5663,4538,5504,4289,8813,5720,7902,9549,5763,8060,6130
Ireland,75,7036645,289902,447311,284263,6713,3989,1896,5238,6455,4430,8671,5480,6301,3067,2651,4973,3170,4039,3095,5952,3831,5345,6077,3739,5083,3648
Isle of Man,0,57967,57967,57967,1000,18,14,2,9,12,27,33,0,49,51,13,33,20,48,14,18,22,12,21,7,16,17
Isle of Man,10,57967,16372,20658,1000,16,14,2,9,11,27,31,0,48,50,12,32,17,44,12,18,19,12,20,7,15,17
Isle of Man,15,57967,14587,19054,1000,16,14,2,9,11,27,31,0,47,50,12,32,17,44,11,18,18,12,20,7,15,17
Isle of Man,20,57967,14129,18534,1000,16,14,2,9,11,27,31,0,47,50,12,31,17,44,11,18,18,12,20,7,14,17
Isle of Man,25,57967,13759,17287,1000,16,14,2,9,11,27,31,0,47,50,12,31,17,43,11,18,18,12,20,7,14,17
Isle of Man,30,57967,13217,16049,1000,16,14,2,9,11,26,30,0,47,50,12,31,17,43,11,18,18,12,20,7,14,17
Isle of Man,50,57967,10279,10476,1000,14,12,2,8,9,25,27,0,45,48,12,31,14,40,10,16,16,11,19,7,13,17
Isle of Man,75,57967,4798,4613,1000,8,6,0,6,4,19,18,0,25,40,10,28,11,29,6,12,11,7,17,6,9,15
Israel,0,2215883,2215883,2215883,5318,200,173,53,151,205,239,116,128,191,196,1272,147,324,470,176,230,388,92,142,144,134,217
Israel,10,2215883,49531,40673,5318,166,125,36,92,156,159,61,79,116,116,1146,62,82,220,78,97,164,62,76,67,52,115
Israel,15,2215883,42384,35837,5318,160,118,34,80,149,147,55,73,108,107,1121,59,72,191,70,90,147,56,73,63,46,108
Israel,20,2215883,39421,34668,5318,154,115,33,74,142,136,52,68,100,98,1099,54,68,177,65,83,135,53,68,60,42,102
Israel,25,2215883,32882,30885,5318,148,112,31,69,139,134,49,66,94,90,1070,51,55,151,57,72,114,47,60,51,34,88
Israel,30,2215883,29485,29088,5318,146,112,30,68,137,132,48,65,93,89,1065,49,46,122,51,65,100,40,54,46,29,80
Israel,50,2215883,18035,14588,5318,108,89,21,34,106,94,30,49,62,59,924,33,23,73,33,42,55,25,32,22,12,40
Israel,75,2215883,7684,8037,5318,56,51,8,10,57,49,10,22,25,22,610,14,4,11,8,13,9,10,13,8,5,14
Italy,0,30075443,30075443,30075443,189387,10755,11651,4114,18951,11884,10098,12728,16580,15949,16543,12263,23426,20507,25558,18991,32994,47246,45811,66600,33807,36230,36618
Italy,10,30075443,10448895,10336487,189387,10118,11145,3751,17722,11182,9284,11899,15587,15111,16009,11666,22023,16575,20919,15095,26341,37150,40256,60885,29153,29755,30020
Italy,15,30075443,10152454,9908746,189387,10014,11060,3700,17518,11073,9136,11789,15408,15002,15929,11594,21876,16395,20717,14902,26041,36558,39936,60605,28952,29469,29724
Italy,20,30075443,9989347,9839501,189387,9966,11012,3675,17410,11008,9063,11721,15321,14927,15881,11550,21779,16198,20521,14714,25731,35969,39669,60374,28761,29190,29461
Italy,25,30075443,9702187,9681280,189387,9910,10964,3641,17297,10936,8977,11637,15208,14842,15833,11491,21624,15883,20221,14422,25296,35132,39299,60064,28534,28803,29114
Italy,30,30075443,9318960,9437234,189387,9871,10931,3613,17225,10896,8902,11590,15154,14793,15806,11451,21489,15525,19833,14124,24722,34095,38844,59705,28246,28264,28680
Italy,50,30075443,8382318,8159559,189387,9070,10194,3187,15934,9993,7956,10777,14101,13863,15251,10866,20266,13989,18336,12921,22678,30223,36529,57731,26903,26068,26751
Italy,75,30075443,6479927,5927458,189387,7221,8502,2303,12835,7717,5950,8716,11233,11336,13470,9336,17667,10522,14810,10442,18341,22941,30000,49744,22673,21000,21881
Jamaica,0,1099980,1099980,1099980,5833,1281,1709,1076,4006,7677,2884,1305,2076,3638,2404,2436,2686,1529,3277,3134,2217,2497,2548,2649,2484,1709,1335
Jamaica,10,1099980,808490,778918,5833,1255,1664,1045,3933,7625,2830,1281,2045,3575,2379,2402,2626,1364,2914,2959,2042,2273,2308,2375,2242,1533,1171
Jamaica,15,1099980,794372,774589,5833,1253,1660,1041,3925,7616,2822,1278,2041,3565,2376,2399,2619,1355,2892,2940,2024,2246,2283,2345,2217,1517,1158
Jamaica,20,1099980,784791,771299,5833,1251,1655,1037,3917,7609,2812,1274,2036,3556,2372,2394,2613,1344,2872,2927,2010,2227,2264,2323,2197,1505,1148
Jamaica,25,1099980,777728,766825,5833,1249,1651,1034,3909,7603,2807,1273,2032,3548,2369,2390,2610,1337,2859,2918,2003,2215,2249,2309,2185,1497,1142
Jamaica,30,1099980,768440,755059,5833,1246,1648,1029,3901,7598,2798,1270,2027,3538,2365,2385,2604,1328,2838,2903,1991,2200,2233,2292,2170,1485,1133
