country,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e
South Africa,75,1082119,130213148,120,24066950.0,11281824.0,12785126.0,20620991.0,12818485.0,29014376.0,22257292.0,41686524.0,40385856.0,16068001.0,35320045.0,30143728.0,28024682.0,31055946.0,37741548.0,15859978.0,20419578.0,20056119.0,21142519.0,25252008.0,17514224.0,15951106.0,14517068.0,18347226.0,15275600.0
South Korea,0,10022830,295185923,29,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,10,5777472,292043517,51,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,15,5648188,287895552,51,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,20,5578722,285644261,51,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,25,5496376,282932795,51,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,30,5367962,278589634,52,5134272.0,51730441.0,-46596169.0,1350092.0,1192963.0,994173.0,3150955.0,2500827.0,3052984.0,2424825.0,4435586.0,5264144.0,5191567.0,4237785.0,5892138.0,3137394.0,4736583.0,6452588.0,8505584.0,7958508.0,8611039.0,8296779.0,8090418.0,7243311.0,10233746.0
South Korea,50,4518887,248729874,55,4498668.0,43916169.0,-39417501.0,1135850.0,1026510.0,831604.0,2719028.0,2125075.0,2575220.0,2093172.0,3832587.0,4692447.0,4772490.0,3938721.0,5418743.0,2663337.0,4091565.0,5664673.0,7394351.0,6945908.0,7451512.0,7306207.0,6971233.0,6285757.0,9034702.0
South Korea,75,1669621,115688760,69,1886567.0,16465752.0,-14579184.0,561784.0,525819.0,407265.0,1308508.0,1034439.0,1219672.0,1087020.0,1882401.0,2264048.0,2593201.0,2313548.0,3283743.0,753791.0,1385051.0,2034747.0,2684143.0,2573300.0,2720142.0,2709391.0,2576141.0,2357644.0,3228680.0
South Sudan,0,62809871,1129122309,18,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,10,42730228,1113256057,26,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,15,32587566,958134204,29,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,20,18668019,672782631,36,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,25,16950930,628721588,37,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,30,11386560,475400899,42,1855206.0,39004851.0,-37149645.0,1300365.0,1971706.0,580740.0,2601113.0,2550306.0,2258374.0,2622577.0,2380880.0,2265173.0,1245103.0,2898434.0,2107551.0,1582601.0,2318268.0,907452.0,1665745.0,2873110.0,1097308.0,1608849.0,1079786.0,1294895.0,1604207.0
South Sudan,50,4111869,218238197,53,1284422.0,22372968.0,-21088547.0,954175.0,1245681.0,384332.0,1592259.0,1465129.0,1237114.0,1658905.0,1360682.0,1320145.0,871201.0,2058487.0,1255410.0,996146.0,1732285.0,753887.0,1453601.0,2410833.0,918985.0,1251693.0,925269.0,1083389.0,1327670.0
South Sudan,75,177993,19309928,108,360923.0,6085844.0,-5724921.0,450208.0,393247.0,164908.0,486632.0,362700.0,399574.0,491895.0,315989.0,344240.0,303051.0,669581.0,361348.0,148020.0,292812.0,206463.0,363961.0,629090.0,202893.0,409641.0,274707.0,312213.0,357141.0
Spain,0,50604279,856237683,17,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,10,14325895,842420332,59,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,15,13060535,791817309,61,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,20,12477409,767008324,61,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,25,11746669,736647968,63,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,30,11018923,705886328,64,26428605.0,82969158.0,-56540554.0,9584468.0,10728465.0,6954042.0,19135961.0,13596585.0,22219613.0,21826527.0,16864249.0,24052467.0,21274674.0,15437245.0,24646429.0,23960703.0,29622150.0,25827675.0,43051562.0,36013472.0,52109365.0,32152721.0,46371005.0,39203141.0,46796787.0
Spain,50,8099431,574494945,71,23087229.0,60825817.0,-37738587.0,8621301.0,9481589.0,6130559.0,16929387.0,11963447.0,20137348.0,20194193.0,15685271.0,21990792.0,19855813.0,14445416.0,21374375.0,20184123.0,25556314.0,22212993.0,37110566.0,30261306.0,45469696.0,28014899.0,40113318.0,33660914.0,38525424.0
Spain,75,5246616,421202794,80,16776298.0,40122981.0,-23346683.0,6679961.0,6911666.0,4351355.0,12090764.0,8576097.0,14543430.0,15450136.0,12116705.0,16339087.0,15406567.0,11733708.0,16459787.0,13747262.0,17708223.0,15359962.0,25696481.0,21006136.0,33710026.0,20513230.0,29338892.0,24307925.0,27031145.0
Spratly Islands,0,188,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Spratly Islands,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Spratly Islands,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Spratly Islands,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Spratly Islands,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Spratly Islands,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spratly Islands,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spratly Islands,75,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sri Lanka,0,6583727,312160594,47,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,10,4241163,310447787,73,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,15,4168257,307347176,74,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,20,4117766,305101236,74,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,25,4041274,301816952,75,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,30,3939924,297224147,75,3533703.0,14712585.0,-11178881.0,1419394.0,1255581.0,1178189.0,1892221.0,1884613.0,2989226.0,3527012.0,2564580.0,4632024.0,2522765.0,4994528.0,5241406.0,2578374.0,4434473.0,2698237.0,6437104.0,5354652.0,5122560.0,4100068.0,4402366.0,5110828.0,3401274.0
Sri Lanka,50,3546043,276570850,78,3290211.0,13225525.0,-9935314.0,1368048.0,1196429.0,1139398.0,1731830.0,1809510.0,2828052.0,3255147.0,2449797.0,4294943.0,2421000.0,4685356.0,4905496.0,2341682.0,4005645.0,2559376.0,5897438.0,4978281.0,4716468.0,3835213.0,4044472.0,4761346.0,3159716.0
Sri Lanka,75,2617455,218712014,84,2356275.0,9668135.0,-7311860.0,1133824.0,941644.0,945794.0,1177389.0,1457242.0,2133662.0,2188276.0,1859420.0,2725599.0,1808639.0,3310377.0,3724510.0,1601619.0,2762083.0,1868944.0,4077904.0,3648958.0,3331148.0,2794491.0,2784584.0,3343188.0,2218749.0
Sudan,0,187213492,104155077,1,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,10,4288705,98062030,23,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,15,1180824,33672514,29,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,20,324509,12106637,37,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,25,246794,9693408,39,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,30,72713,3591171,49,15386.0,1091730.0,-1076343.0,8131.0,19405.0,5780.0,3563.0,27241.0,1305.0,50970.0,15957.0,23068.0,13035.0,57735.0,3952.0,2842.0,1702.0,2402.0,7484.0,20537.0,4637.0,17314.0,20748.0,16036.0,14658.0
Sudan,50,1171,82461,70,1610.0,914152.0,-912542.0,1626.0,2403.0,2284.0,426.0,2345.0,454.0,8249.0,2125.0,4498.0,839.0,7669.0,680.0,310.0,185.0,56.0,68.0,0.0,0.0,0.0,11.0,468.0,716.0
Sudan,75,1,82,136,313.0,911746.0,-911433.0,830.0,941.0,365.0,337.0,305.0,164.0,453.0,257.0,425.0,403.0,532.0,171.0,229.0,185.0,56.0,68.0,0.0,0.0,0.0,11.0,468.0,688.0
Suriname,0,14642557,2220317815,152,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,10,13982210,2217619450,159,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,15,13972087,2217310372,159,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,20,13964163,2217037955,159,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,25,13955326,2216756218,159,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,30,13949810,2216566914,159,7807343.0,28261189.0,-20453846.0,2662039.0,2680839.0,3081290.0,3767002.0,2400734.0,2389700.0,2568483.0,5482031.0,5313807.0,5286858.0,4346006.0,14828367.0,7569712.0,10981028.0,8846098.0,12356238.0,14050162.0,15119751.0,14314812.0,11799089.0,9941738.0,11975763.0
Suriname,50,13913267,2215244071,159,7789167.0,28057511.0,-20268345.0,2659201.0,2675520.0,3059527.0,3750797.0,2395823.0,2384467.0,2562711.0,5470741.0,5286554.0,5274692.0,4340640.0,14802790.0,7556406.0,10945511.0,8828094.0,12312052.0,14016748.0,15095031.0,14287329.0,11774586.0,9923236.0,11959207.0
Suriname,75,13856535,2212681583,160,7749423.0,27757400.0,-20007977.0,2650989.0,2662835.0,3020763.0,3712084.0,2377164.0,2368106.0,2546547.0,5437778.0,5232139.0,5248661.0,4327438.0,14732977.0,7514567.0,10871500.0,8787433.0,12236263.0,13954143.0,15044586.0,14226623.0,11723299.0,9894967.0,11916442.0
Svalbard and Jan Mayen,0,5442472,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Svalbard and Jan Mayen,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Svalbard and Jan Mayen,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Svalbard and Jan Mayen,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Svalbard and Jan Mayen,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Svalbard and Jan Mayen,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Svalbard and Jan Mayen,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Svalbard and Jan Mayen,75,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swaziland,0,1738333,48005356,28,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,10,1461242,47562530,33,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,15,1075603,40027788,37,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,20,648050,31113513,48,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,25,597254,29995867,50,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,30,469227,27022653,58,2613071.0,1454714.0,1158357.0,3776313.0,2241636.0,3280624.0,3085818.0,2703861.0,5420481.0,4028388.0,2632628.0,6470154.0,3488013.0,1279244.0,1890048.0,1538795.0,2448953.0,1633143.0,2336157.0,2903373.0,878408.0,1740337.0,1160053.0,1557803.0,993334.0
Swaziland,50,199650,17843396,89,2400799.0,541602.0,1859197.0,3677780.0,2180761.0,3183792.0,2993343.0,2628832.0,5190514.0,3940145.0,2550845.0,6270352.0,3280598.0,1181423.0,1790675.0,1367978.0,2097694.0,1374995.0,1928861.0,2338800.0,688416.0,1334488.0,874794.0,1183614.0,758883.0
Swaziland,75,60240,8097703,134,1705030.0,159251.0,1545779.0,2655768.0,1675730.0,2292491.0,2264135.0,2000513.0,4026006.0,3306603.0,1977483.0,5023317.0,2314832.0,823447.0,1286458.0,874396.0,1278904.0,945847.0,1142877.0,1197735.0,347205.0,517374.0,413091.0,672223.0,474225.0
Sweden,0,45004558,930467596,21,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,10,29457028,918672753,31,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,15,28729576,905631539,32,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,20,28562851,902540337,32,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,25,28277927,897728995,32,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,30,27883714,891007300,32,62725222.0,140165559.0,-77440336.0,27583096.0,34399524.0,18793312.0,55764821.0,54426556.0,54108205.0,41126171.0,67041343.0,49641972.0,62349603.0,51692518.0,58607836.0,49582995.0,60809270.0,56470762.0,82006893.0,89257351.0,79289236.0,93107212.0,97384647.0,97851211.0,98660354.0
Sweden,50,24023218,818989423,34,61808569.0,121765458.0,-59956889.0,27331338.0,34067134.0,18642332.0,55289115.0,53899139.0,53587082.0,40806319.0,66326957.0,49338771.0,62034016.0,51446233.0,58185186.0,48803842.0,59743795.0,55504545.0,80279846.0,87325631.0,77680058.0,91341379.0,95407262.0,96061281.0,96687250.0
Sweden,75,15424345,597027733,39,54593137.0,78426859.0,-23833721.0,25288662.0,31517984.0,17471601.0,51697460.0,50657840.0,50394779.0,38837166.0,62241408.0,47115961.0,59439188.0,49509115.0,55021339.0,41511349.0,50423100.0,46779185.0,66957052.0,72479151.0,64888123.0,76758934.0,79695445.0,81070407.0,81293770.0
Switzerland,0,4124550,133991528,32,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,10,1650478,130397400,79,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,15,1602590,128805214,80,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,20,1586836,128233824,81,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,25,1569914,127659461,81,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,30,1544418,126773304,82,1146761.0,12135511.0,-10988750.0,563853.0,426698.0,198339.0,1800726.0,1235982.0,1067268.0,964128.0,1256784.0,1173661.0,919775.0,1093486.0,839545.0,410951.0,799756.0,423305.0,931910.0,1427731.0,1839962.0,1994408.0,2476849.0,2144261.0,1239358.0
Switzerland,50,1445309,122902238,85,1138635.0,11329643.0,-10191007.0,559340.0,423436.0,195785.0,1786721.0,1231239.0,1061366.0,958817.0,1249370.0,1166475.0,913829.0,1089678.0,833843.0,403986.0,788769.0,419047.0,924888.0,1412865.0,1823594.0,1979091.0,2468007.0,2128185.0,1231647.0
Switzerland,75,1134281,104902746,92,1062720.0,8824293.0,-7761573.0,515687.0,388228.0,178285.0,1662209.0,1168039.0,1008317.0,910927.0,1171149.0,1097151.0,858785.0,1036046.0,782787.0,361334.0,705448.0,383039.0,852699.0,1289781.0,1687653.0,1831646.0,2365032.0,1983824.0,1141775.0
Syria,0,18691798,8049924,0,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,10,147267,7106402,48,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,15,132122,6502369,49,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,20,124773,6219939,50,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,25,114056,5795030,51,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,30,105940,5472802,52,291684.0,358068.0,-66384.0,63077.0,39602.0,29915.0,27806.0,170033.0,66156.0,333309.0,191536.0,33569.0,53607.0,46900.0,1200030.0,284129.0,233432.0,603241.0,431164.0,554295.0,261446.0,315240.0,649924.0,687649.0,140989.0
Syria,50,82138,4539624,55,257615.0,275696.0,-18082.0,56734.0,35765.0,26315.0,24700.0,153852.0,60636.0,321039.0,180585.0,28429.0,48575.0,42038.0,1093206.0,251783.0,200206.0,539398.0,379315.0,474945.0,231554.0,275397.0,564941.0,555309.0,122801.0
Syria,75,45522,2780120,61,171849.0,152022.0,19826.0,42994.0,28378.0,17946.0,16556.0,95836.0,48992.0,283815.0,155643.0,18307.0,38358.0,30341.0,823903.0,164097.0,120398.0,329853.0,240423.0,284083.0,138265.0,171169.0,346019.0,312805.0,72488.0
São Tomé and Príncipe,0,100218,1745356,17,,,,,,,,,,,,,,,,,,,,,,,,,
São Tomé and Príncipe,10,15407,1721915,112,,,,,,,,,,,,,,,,,,,,,,,,,
São Tomé and Príncipe,15,15156,1706284,113,,,,,,,,,,,,,,,,,,,,,,,,,
São Tomé and Príncipe,20,14527,1678484,116,,,,,,,,,,,,,,,,,,,,,,,,,
São Tomé and Príncipe,25,14452,1675510,116,,,,,,,,,,,,,,,,,,,,,,,,,
São Tomé and Príncipe,30,14214,1663696,117,2117.0,112582.0,-110465.0,46577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Tomé and Príncipe,50,13223,1598367,121,2114.0,104430.0,-102317.0,46504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Tomé and Príncipe,75,10744,1377818,128,2102.0,84300.0,-82198.0,46233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taiwan,0,3640651,274577340,75,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,10,2432192,273807991,113,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,15,2398954,272220085,113,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,20,2383199,271452554,114,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,25,2367169,270661755,114,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,30,2342181,269405523,115,987920.0,5408704.0,-4420784.0,591556.0,493356.0,562326.0,969385.0,784401.0,1083836.0,874729.0,1187166.0,4538132.0,1343220.0,772711.0,724207.0,422963.0,501912.0,440882.0,1540181.0,1218297.0,888268.0,672723.0,670715.0,711083.0,742191.0
Taiwan,50,2249940,263918312,117,961769.0,5210785.0,-4249017.0,573231.0,480706.0,550241.0,949885.0,768675.0,1058487.0,857068.0,1164587.0,4517975.0,1329062.0,761804.0,713506.0,408365.0,484076.0,428021.0,1482188.0,1153490.0,841623.0,638813.0,628596.0,674672.0,693834.0
Taiwan,75,2010537,245947592,122,853433.0,4696179.0,-3842746.0,485773.0,424160.0,479302.0,864050.0,695758.0,928705.0,751934.0,1038358.0,4383048.0,1229113.0,697511.0,656547.0,356322.0,410394.0,368119.0,1256007.0,946129.0,691867.0,520162.0,494822.0,547342.0,550099.0
Tajikistan,0,14211295,16101143,1,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,10,172579,7778745,45,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,15,116313,5399430,46,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,20,99251,4655674,47,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,25,70016,3370585,48,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,30,60257,2954515,49,4627.0,943271.0,-938644.0,15560.0,10288.0,9016.0,5560.0,8521.0,5163.0,4181.0,10675.0,11626.0,3977.0,6784.0,9176.0,553.0,287.0,0.0,0.0,45.0,39.0,36.0,255.0,27.0,39.0
Tajikistan,50,19343,1099990,57,3398.0,326431.0,-323033.0,13347.0,7782.0,7160.0,4343.0,6439.0,3442.0,2483.0,7110.0,8506.0,2903.0,4579.0,5946.0,385.0,107.0,0.0,0.0,0.0,13.0,36.0,137.0,27.0,10.0
Tajikistan,75,6245,423778,68,1554.0,136870.0,-135316.0,7156.0,3894.0,2516.0,1608.0,2504.0,1546.0,1144.0,2756.0,4056.0,1186.0,1634.0,3690.0,292.0,32.0,0.0,0.0,0.0,0.0,0.0,137.0,27.0,10.0
Tanzania,0,94057691,2653686190,28,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,10,65243641,2620180550,40,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,15,54840598,2420229687,44,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,20,36452812,1936105202,53,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,25,34056752,1859661066,55,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,30,26406466,1586660436,60,47373167.0,77082491.0,-29709324.0,29469086.0,28156946.0,27017924.0,20992810.0,29389883.0,26016001.0,39819787.0,52154555.0,46175097.0,47306821.0,46892247.0,52185252.0,59651742.0,67111474.0,38513997.0,53489707.0,68595190.0,60094556.0,51153247.0,69398908.0,64934496.0,63689952.0
Tanzania,50,9700637,756011391,78,27076896.0,30567883.0,-3490987.0,23318601.0,20849842.0,17749273.0,14867424.0,18523697.0,16212907.0,22101914.0,32675324.0,24594800.0,31685977.0,25177432.0,30767264.0,33089020.0,36387966.0,19127381.0,27554328.0,36950641.0,30790388.0,28802135.0,34605951.0,34947531.0,34911924.0
Tanzania,75,1231554,136318138,111,6806725.0,8873448.0,-2066723.0,10617352.0,6111560.0,4791782.0,3547607.0,4491382.0,3621175.0,4590939.0,6172235.0,4754054.0,8367921.0,6200895.0,6520492.0,7164925.0,7903036.0,3893773.0,5501029.0,8016607.0,6480257.0,7201575.0,8659659.0,12161840.0,12977861.0
Thailand,0,51405449,2177264595,42,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,10,21919486,2169331358,99,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,15,21200979,2131324822,101,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,20,20870274,2112877689,101,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,25,20556805,2095774383,102,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,30,19962441,2061363874,103,61693856.0,77668269.0,-15974413.0,18579173.0,31509649.0,29854944.0,47020351.0,44452527.0,51225690.0,47847346.0,42221963.0,70304621.0,72549977.0,49579311.0,59274830.0,46908605.0,78501770.0,69605445.0,98708982.0,117399250.0,79212023.0,74573004.0,69881512.0,81784669.0,76269197.0
Thailand,50,17966879,1926607510,107,57737972.0,70864969.0,-13126998.0,17596671.0,29397825.0,27782035.0,43691601.0,42664919.0,47609605.0,44921773.0,40398875.0,66570566.0,68946542.0,46400816.0,53958925.0,43615961.0,73529372.0,65730841.0,92218966.0,110627718.0,74139885.0,68653229.0,64296369.0,76492898.0,70989984.0
Thailand,75,11044470,1294334579,117,40202451.0,49551905.0,-9349455.0,13796219.0,21293488.0,20216118.0,32017823.0,34573747.0,34740018.0,32720851.0,30134394.0,49311842.0,52573673.0,33974371.0,37093300.0,28838148.0,48973133.0,43800992.0,60532780.0,74058675.0,48959911.0,43178792.0,41030779.0,52940263.0,49694599.0
Timor-Leste,0,1491565,74737973,50,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,10,844060,74164108,88,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,15,818818,72884868,89,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,20,800179,71909886,90,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,25,763613,70006347,92,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,30,726234,67999369,94,777292.0,3128545.0,-2351253.0,402249.0,920513.0,416900.0,1164704.0,752615.0,1678912.0,884223.0,466210.0,1497922.0,380492.0,796541.0,1113486.0,227021.0,936014.0,422216.0,633098.0,867203.0,635449.0,766123.0,750838.0,783171.0,604523.0
Timor-Leste,50,616898,61320562,99,738328.0,2668640.0,-1930312.0,398043.0,908403.0,410959.0,1142513.0,743366.0,1661004.0,873138.0,458158.0,1467634.0,373335.0,774783.0,1085997.0,202053.0,826689.0,367075.0,565453.0,778075.0,574923.0,686204.0,677534.0,715896.0,551981.0
Timor-Leste,75,429790,46627474,108,621113.0,1866096.0,-1244983.0,373658.0,850649.0,386231.0,1032210.0,699667.0,1537958.0,796186.0,408402.0,1345078.0,343563.0,650072.0,983163.0,142298.0,574459.0,247781.0,411476.0,549220.0,402726.0,473653.0,492662.0,550435.0,412930.0
Togo,0,5699519,129425757,23,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,10,4307897,127815875,30,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,15,2852456,99261169,35,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,20,907847,43715098,48,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,25,808158,39738531,49,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,30,558804,28915033,52,1556588.0,3852036.0,-2295448.0,746693.0,538397.0,604337.0,796219.0,643932.0,515237.0,1107732.0,407598.0,1873373.0,197344.0,525321.0,662373.0,1311805.0,1171038.0,460257.0,1787245.0,3941974.0,3716178.0,3057033.0,3188417.0,3667486.0,3324945.0
Togo,50,127368,7973893,63,428510.0,1378385.0,-949875.0,292241.0,145193.0,149926.0,177412.0,96333.0,115499.0,364119.0,106486.0,233839.0,69629.0,205657.0,169613.0,335963.0,282758.0,104689.0,597654.0,1124871.0,890694.0,775458.0,868438.0,1225017.0,1095723.0
Togo,75,454,47418,105,68514.0,396828.0,-328314.0,63529.0,34182.0,15595.0,7105.0,7517.0,12254.0,18349.0,5788.0,13511.0,3904.0,7678.0,10420.0,57343.0,78618.0,16971.0,83335.0,102715.0,87179.0,53796.0,107484.0,355183.0,364858.0
Trinidad and Tobago,0,515900,41739268,81,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,10,401487,41457313,103,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,15,398364,41345447,104,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,20,396148,41260185,104,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,25,394274,41189378,104,,,,,,,,,,,,,,,,,,,,,,,,,
