country,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e
Russia,50,601267937,26086025570,43,534526654.0,2328543886.0,-1794017232.0,246489273.0,305849173.0,311312479.0,485320720.0,308810266.0,348459476.0,409280738.0,454434791.0,382486424.0,391836993.0,520806046.0,792214438.0,715395937.0,544613389.0,396979554.0,705568069.0,916711173.0,974911473.0,528407367.0,666841732.0,715911700.0,636945181.0
Russia,75,330492037,17428358369,53,382917961.0,1460201773.0,-1077283812.0,173643499.0,201829957.0,200053876.0,351658631.0,260466344.0,278872655.0,344840652.0,360491282.0,318331883.0,332583194.0,438970627.0,597041667.0,472317600.0,347679375.0,284562605.0,450969514.0,676904278.0,690156638.0,374392217.0,450594364.0,409073964.0,408760330.0
Rwanda,0,2527770,76139018,30,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,10,2050126,73610534,36,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,15,1574849,61597512,39,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,20,760121,38737104,51,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,25,703940,37170594,53,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,30,497886,30915714,62,1290063.0,4605763.0,-3315700.0,606514.0,322143.0,432364.0,453990.0,357127.0,326443.0,630049.0,549391.0,715430.0,1201298.0,524236.0,592095.0,1402005.0,1847437.0,1571361.0,1997885.0,1954225.0,3328263.0,2065010.0,2520488.0,2638410.0,2345215.0
Rwanda,50,204388,19481205,95,815127.0,1812932.0,-997805.0,510970.0,228117.0,339916.0,343343.0,269519.0,237126.0,449191.0,413262.0,558827.0,821146.0,414718.0,396750.0,707569.0,1090416.0,987897.0,1286578.0,1101084.0,2037033.0,1287058.0,1557530.0,1620444.0,1274289.0
Rwanda,75,87903,10984004,125,355159.0,680301.0,-325142.0,261586.0,95867.0,153400.0,139903.0,114424.0,93586.0,172579.0,192720.0,251701.0,315488.0,172118.0,146100.0,248894.0,453602.0,418468.0,520431.0,495549.0,857662.0,596585.0,712653.0,831575.0,568604.0
Saint Kitts and Nevis,0,26718,1273934,48,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,10,14379,1233706,86,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,15,13988,1217612,87,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,20,13755,1207695,88,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,25,13556,1199224,88,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,30,13260,1186835,90,6683.0,51864.0,-45181.0,17839.0,7143.0,13161.0,10381.0,8318.0,9096.0,5666.0,10506.0,14590.0,8852.0,5995.0,5081.0,2496.0,1980.0,564.0,4874.0,1554.0,2561.0,4457.0,4602.0,4654.0,2648.0
Saint Kitts and Nevis,50,12369,1146739,93,6498.0,47321.0,-40823.0,17294.0,6875.0,12528.0,9895.0,8168.0,8788.0,5565.0,10334.0,14314.0,8764.0,5903.0,4967.0,2496.0,1898.0,564.0,4874.0,1497.0,2533.0,4219.0,4458.0,4628.0,2404.0
Saint Kitts and Nevis,75,10740,1046285,97,6089.0,39774.0,-33685.0,15391.0,6335.0,11555.0,8681.0,7532.0,8512.0,5313.0,9954.0,13759.0,8432.0,5654.0,4809.0,2496.0,1741.0,564.0,4823.0,1471.0,2428.0,3902.0,4203.0,4242.0,2170.0
Saint Lucia,0,61448,5124310,83,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,10,52516,5086147,97,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,15,51886,5058130,97,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,20,51472,5038896,98,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,25,51133,5023502,98,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,30,50731,5004899,99,25680.0,220225.0,-194545.0,14641.0,5595.0,9264.0,18666.0,25341.0,49467.0,24987.0,28327.0,28507.0,51610.0,33522.0,36448.0,18001.0,19405.0,3537.0,59866.0,44412.0,19093.0,12035.0,22964.0,20481.0,18796.0
Saint Lucia,50,49236,4929581,100,25464.0,212434.0,-186969.0,14451.0,5595.0,9111.0,18492.0,24898.0,49391.0,24921.0,28294.0,28299.0,51432.0,33327.0,36162.0,17654.0,19046.0,3488.0,59236.0,43657.0,18896.0,11932.0,22918.0,20305.0,18713.0
Saint Lucia,75,45142,4654098,103,24442.0,191997.0,-167554.0,13938.0,5430.0,8766.0,17286.0,23807.0,48694.0,24126.0,27728.0,27639.0,49124.0,32466.0,34857.0,16693.0,17965.0,3208.0,56598.0,40264.0,18379.0,11289.0,21968.0,19405.0,18102.0
Saint Pierre and Miquelon,0,22663,62192,3,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,10,6066,48911,8,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,15,5799,47563,8,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,20,5688,46844,8,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,25,5579,46358,8,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,30,5454,45433,8,1.0,4784.0,-4783.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Pierre and Miquelon,50,4146,38210,9,1.0,3828.0,-3828.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Pierre and Miquelon,75,1145,15804,14,0.0,1346.0,-1346.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,0,39789,3024109,76,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,10,30911,2957667,96,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,15,30067,2914150,97,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,20,29662,2892618,98,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,25,29371,2877334,98,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,30,29111,2863829,98,11850.0,133892.0,-122043.0,3427.0,4008.0,4718.0,11646.0,8846.0,5341.0,12754.0,22031.0,16337.0,35759.0,16281.0,13745.0,6661.0,5321.0,965.0,8658.0,18019.0,11260.0,7241.0,4750.0,8005.0,34922.0
Saint Vincent and the Grenadines,50,27793,2788706,100,11709.0,127036.0,-115328.0,3326.0,3921.0,4610.0,11560.0,8639.0,5309.0,12662.0,21733.0,16123.0,35547.0,16057.0,13477.0,6558.0,5149.0,965.0,8522.0,17823.0,11206.0,7192.0,4750.0,7802.0,34661.0
Saint Vincent and the Grenadines,75,23298,2458706,106,10826.0,105464.0,-94639.0,3160.0,3766.0,4090.0,10972.0,8227.0,4940.0,12065.0,20428.0,15249.0,33396.0,14917.0,12910.0,5526.0,4076.0,937.0,8025.0,16966.0,10807.0,6981.0,4537.0,7274.0,28912.0
Saint-Barthélemy,0,2469,37036,15,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Barthélemy,10,787,35333,45,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Barthélemy,15,724,32781,45,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Barthélemy,20,688,31343,46,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Barthélemy,25,658,30099,46,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Barthélemy,30,622,28623,46,22.0,3898.0,-3876.0,0.0,0.0,0.0,34.0,16.0,0.0,0.0,44.0,0.0,86.0,0.0,46.0,128.0,84.0,22.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
Saint-Barthélemy,50,484,22853,47,18.0,3054.0,-3037.0,0.0,0.0,0.0,34.0,16.0,0.0,0.0,44.0,0.0,86.0,0.0,46.0,77.0,57.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
Saint-Barthélemy,75,308,15500,50,11.0,1971.0,-1960.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,23.0,0.0,21.0,0.0,46.0,52.0,30.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
Saint-Martin,0,5616,126401,23,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Martin,10,2049,122303,60,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Martin,15,1979,119692,60,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Martin,20,1936,118035,61,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Martin,25,1898,116561,61,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Martin,30,1850,114619,62,814.0,6802.0,-5989.0,713.0,1836.0,1183.0,594.0,1601.0,865.0,792.0,711.0,244.0,211.0,3652.0,1296.0,543.0,561.0,0.0,0.0,1183.0,0.0,151.0,729.0,903.0,128.0
Saint-Martin,50,1681,107653,64,768.0,6195.0,-5427.0,713.0,1747.0,1155.0,594.0,1505.0,849.0,792.0,468.0,210.0,211.0,3474.0,1167.0,486.0,561.0,0.0,0.0,1060.0,0.0,151.0,729.0,903.0,128.0
Saint-Martin,75,1389,94458,68,692.0,5141.0,-4449.0,660.0,1730.0,1071.0,579.0,1367.0,813.0,643.0,267.0,164.0,211.0,3282.0,1125.0,354.0,542.0,0.0,0.0,695.0,0.0,151.0,729.0,731.0,110.0
San Marino,0,6122,45753,7,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,10,1105,44653,40,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,15,1054,43674,41,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,20,1007,42750,42,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,25,929,41071,44,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,30,830,38978,47,46.0,2196.0,-2150.0,0.0,21.0,15.0,126.0,37.0,0.0,208.0,88.0,23.0,0.0,0.0,147.0,33.0,51.0,50.0,0.0,13.0,57.0,141.0,0.0,0.0,0.0
San Marino,50,596,33295,56,36.0,1603.0,-1567.0,0.0,13.0,15.0,91.0,37.0,0.0,147.0,59.0,23.0,0.0,0.0,126.0,14.0,38.0,37.0,0.0,0.0,43.0,141.0,0.0,0.0,0.0
San Marino,75,263,17804,68,13.0,752.0,-739.0,0.0,0.0,0.0,32.0,0.0,0.0,65.0,19.0,0.0,0.0,0.0,20.0,0.0,22.0,37.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0
Saudi Arabia,0,191598434,167552,0,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,10,32,996,31,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,15,14,522,38,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,20,7,288,42,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,25,7,288,42,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,30,7,288,42,1.0,57388.0,-57386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,50,7,286,42,1.0,57387.0,-57386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,75,0,0,0,1.0,57384.0,-57383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegal,0,19688983,153829065,8,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,10,4785217,146823069,31,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,15,2403981,84397843,35,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,20,289083,10934540,38,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,25,173408,6804900,39,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,30,39568,1627186,41,82779.0,3613896.0,-3531117.0,38636.0,93227.0,13805.0,42789.0,51199.0,18086.0,66534.0,85752.0,55348.0,54768.0,38614.0,27709.0,175666.0,124211.0,96988.0,90493.0,143464.0,96005.0,77867.0,220860.0,88878.0,120245.0
Senegal,50,2065,102249,50,32651.0,3559391.0,-3526740.0,24491.0,64430.0,6691.0,19917.0,40443.0,9669.0,29047.0,32022.0,19196.0,22116.0,16131.0,9781.0,91345.0,50206.0,28898.0,30569.0,53009.0,26921.0,12290.0,34774.0,47362.0,49019.0
Senegal,75,52,3309,64,26143.0,3557605.0,-3531462.0,19763.0,49940.0,4152.0,8058.0,31996.0,6825.0,20458.0,9106.0,12716.0,13255.0,7450.0,6460.0,87091.0,47649.0,26200.0,27120.0,47275.0,23508.0,10001.0,25385.0,44350.0,46381.0
Serbia,0,7823140,212246237,27,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,10,3026388,210908342,70,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,15,2943412,208919724,71,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,20,2901863,207979774,72,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,25,2839063,206644391,73,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,30,2730300,204241188,75,1444356.0,23613339.0,-22168983.0,937323.0,445796.0,356889.0,1106130.0,656739.0,822499.0,899361.0,1385114.0,1150931.0,1122520.0,1044501.0,1546313.0,1238662.0,2171932.0,1381471.0,2376547.0,1761684.0,2081548.0,2046905.0,2661299.0,2133982.0,2447692.0
Serbia,50,2504393,198291498,79,1426901.0,21793757.0,-20366857.0,933639.0,443848.0,355584.0,1101465.0,654232.0,818771.0,891564.0,1373062.0,1147428.0,1119344.0,1039054.0,1521386.0,1211386.0,2138937.0,1364705.0,2346348.0,1728514.0,2049270.0,2011783.0,2626043.0,2104698.0,2410750.0
Serbia,75,1918038,165843919,86,1274627.0,16991960.0,-15717333.0,906111.0,429097.0,346344.0,1069863.0,638376.0,796111.0,852812.0,1307519.0,1119681.0,1095078.0,1007075.0,1432829.0,1016749.0,1852052.0,1163930.0,2018970.0,1428751.0,1748034.0,1692819.0,2288374.0,1788388.0,2042825.0
Seychelles,0,20268,418018,21,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,10,12615,390727,31,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,15,10854,364253,34,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,20,8053,306811,38,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,25,7046,282045,40,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,30,6210,258220,42,138.0,29053.0,-28915.0,120.0,64.0,0.0,0.0,42.0,0.0,0.0,0.0,21.0,0.0,0.0,371.0,420.0,1122.0,0.0,0.0,0.0,0.0,773.0,0.0,95.0,0.0
Seychelles,50,2882,147398,51,119.0,25636.0,-25518.0,81.0,27.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,202.0,1059.0,0.0,0.0,0.0,0.0,773.0,0.0,95.0,0.0
Seychelles,75,301,23100,77,112.0,23887.0,-23775.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,202.0,1012.0,0.0,0.0,0.0,0.0,773.0,0.0,95.0,0.0
Sierra Leone,0,7260136,385771562,53,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,10,7137726,384687886,54,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,15,7022355,380606000,54,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,20,6185242,352224158,57,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,25,6073503,348088551,57,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,30,5617878,329703014,59,41822707.0,35820238.0,6002470.0,7021057.0,5369739.0,3524968.0,1625229.0,2762472.0,11762523.0,9480032.0,9347639.0,13652137.0,3987275.0,15171764.0,7386788.0,73742980.0,71414184.0,106664749.0,81272272.0,112033476.0,92966881.0,89243603.0,79439379.0,58713154.0,63517262.0
Sierra Leone,50,3589286,229830740,64,33141897.0,25804211.0,7337686.0,6570388.0,5018741.0,3247133.0,1476297.0,2463492.0,10573873.0,8821640.0,8798352.0,12660419.0,3717680.0,13405351.0,6301514.0,59404293.0,54668615.0,81954225.0,62246235.0,88751271.0,72097085.0,68970243.0,61130036.0,46491886.0,50352976.0
Sierra Leone,75,242582,26161684,108,3217760.0,5433479.0,-2215719.0,3517178.0,2002242.0,1361848.0,535523.0,876273.0,3949090.0,3290724.0,3465208.0,3950123.0,1156582.0,4178062.0,666930.0,3854352.0,3178077.0,5490461.0,4451558.0,5904986.0,4386922.0,3296781.0,3209150.0,3884531.0,4184113.0
Singapore,0,69704,1537269,22,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,10,21828,1510396,69,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,15,20371,1459286,72,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,20,19965,1444269,72,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,25,19389,1422130,73,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,30,18784,1398767,74,52273.0,123564.0,-71291.0,12941.0,44130.0,6184.0,12599.0,29782.0,22612.0,26003.0,13150.0,72654.0,17596.0,29535.0,37737.0,11231.0,78831.0,58401.0,60231.0,109538.0,122438.0,136357.0,88059.0,102295.0,57697.0
Singapore,50,16769,1308156,78,49163.0,112674.0,-63511.0,12620.0,42876.0,5628.0,11879.0,28542.0,21867.0,25116.0,12953.0,71028.0,17046.0,28867.0,36429.0,10608.0,72837.0,52080.0,53074.0,99933.0,112040.0,128137.0,84314.0,98162.0,55541.0
Singapore,75,11503,1013353,88,36454.0,85442.0,-48988.0,10167.0,35407.0,3875.0,8070.0,21632.0,18027.0,21529.0,11620.0,62444.0,13367.0,25733.0,30541.0,7836.0,44351.0,31305.0,32108.0,65115.0,69964.0,96159.0,68418.0,77025.0,47293.0
Sint Maarten,0,3801,63995,17,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten,10,1139,61388,54,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten,15,1097,59749,54,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten,20,1069,58636,55,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten,25,1049,57822,55,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten,30,1022,56711,55,439.0,3665.0,-3226.0,1027.0,114.0,478.0,308.0,914.0,519.0,1229.0,531.0,923.0,77.0,900.0,91.0,726.0,92.0,0.0,107.0,1393.0,0.0,0.0,0.0,21.0,207.0
Sint Maarten,50,913,52176,57,385.0,3288.0,-2902.0,1027.0,102.0,318.0,308.0,796.0,401.0,793.0,477.0,827.0,77.0,830.0,91.0,691.0,92.0,0.0,107.0,1337.0,0.0,0.0,0.0,0.0,207.0
Sint Maarten,75,716,43485,61,274.0,2603.0,-2329.0,958.0,44.0,144.0,243.0,502.0,181.0,278.0,431.0,605.0,77.0,685.0,73.0,451.0,92.0,0.0,107.0,952.0,0.0,0.0,0.0,0.0,207.0
Slovakia,0,4909916,188392580,38,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,10,2490789,187704723,75,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,15,2457549,187017826,76,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,20,2439691,186632219,76,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,25,2422959,186269256,77,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,30,2397197,185730691,77,5335749.0,21221641.0,-15885892.0,1547477.0,1739832.0,1586956.0,2051787.0,11902493.0,3596067.0,4432579.0,6299690.0,5238231.0,8320670.0,5490814.0,4591958.0,2583197.0,8622643.0,2709642.0,9056004.0,7668908.0,9970864.0,6110223.0,6990286.0,3668459.0,3207705.0
Slovakia,50,2298453,183242326,80,5313647.0,20377981.0,-15064334.0,1542726.0,1734301.0,1580266.0,2044476.0,11855986.0,3584457.0,4414566.0,6274160.0,5221838.0,8294845.0,5470381.0,4570804.0,2564833.0,8578232.0,2691706.0,9022491.0,7633646.0,9936693.0,6085643.0,6962253.0,3649853.0,3186076.0
Slovakia,75,2016994,168895729,84,5086412.0,18008560.0,-12922148.0,1483610.0,1666330.0,1502198.0,1958465.0,11322098.0,3456531.0,4194613.0,5995932.0,5055366.0,8027287.0,5239830.0,4378866.0,2392339.0,8158933.0,2530910.0,8638120.0,7284038.0,9560962.0,5817941.0,6697654.0,3508127.0,3030906.0
Slovenia,0,1998091,113792984,57,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,10,1341918,113220909,84,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,15,1323655,112707392,85,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,20,1316304,112493534,85,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,25,1308309,112267470,86,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,30,1293521,111840817,86,1348950.0,12856430.0,-11507480.0,255660.0,307563.0,210821.0,569059.0,892318.0,571793.0,970084.0,919801.0,1022194.0,738014.0,751780.0,435132.0,324464.0,3039242.0,577239.0,3134286.0,2880510.0,4894043.0,2011260.0,2334766.0,1343298.0,1493567.0
Slovenia,50,1247111,110362372,88,1339647.0,12367665.0,-11028018.0,253581.0,305149.0,208723.0,563406.0,880107.0,565563.0,962572.0,910749.0,1014371.0,733612.0,746829.0,427022.0,317932.0,3029113.0,572591.0,3122583.0,2861567.0,4879213.0,1998246.0,2320623.0,1327456.0,1471228.0
Slovenia,75,1116634,103388659,93,1277537.0,11044700.0,-9767163.0,231667.0,284953.0,188339.0,528158.0,810901.0,524292.0,887640.0,848729.0,951763.0,697376.0,704748.0,384758.0,286025.0,2961353.0,550192.0,3045889.0,2760849.0,4753375.0,1902586.0,2233753.0,1244519.0,1323939.0
Solomon Islands,0,2853324,407303497,143,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,10,2750154,407012171,148,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,15,2747026,406876870,148,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,20,2745124,406787890,148,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,25,2743968,406732353,148,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,30,2741618,406623490,148,7665404.0,7943651.0,-278248.0,1619416.0,2925128.0,1749428.0,2683880.0,4886301.0,3804938.0,4290592.0,6154505.0,4390483.0,4762895.0,4330734.0,6677758.0,7095946.0,12797470.0,11599521.0,13882608.0,15551651.0,14170695.0,12934048.0,11597579.0,9482373.0,11250930.0
Solomon Islands,50,2731814,406086294,149,7658887.0,7894337.0,-235450.0,1619008.0,2923771.0,1748526.0,2683381.0,4884659.0,3803738.0,4289556.0,6152920.0,4388413.0,4761131.0,4328811.0,6673740.0,7086165.0,12778674.0,11586212.0,13860558.0,15539577.0,14159923.0,12923582.0,11589728.0,9473689.0,11239751.0
Solomon Islands,75,2687664,402782617,150,7604682.0,7682516.0,-77834.0,1612468.0,2909780.0,1738978.0,2672516.0,4860342.0,3788350.0,4274045.0,6131293.0,4362001.0,4735335.0,4308393.0,6639056.0,7021891.0,12633949.0,11470524.0,13709283.0,15447574.0,14088442.0,12830013.0,11521245.0,9407304.0,11140213.0
Somalia,0,63353850,34893690,1,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,10,3886022,33586496,9,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,15,1331603,16349783,12,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,20,174486,4057431,23,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,25,134816,3371082,25,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,30,87128,2390711,27,43722.0,250372.0,-206651.0,80067.0,53654.0,25493.0,45320.0,52291.0,24809.0,55043.0,51773.0,68347.0,34301.0,43537.0,38905.0,63821.0,25304.0,12578.0,17920.0,64458.0,9370.0,78978.0,35271.0,42347.0,38287.0
Somalia,50,15648,594567,38,20466.0,91321.0,-70855.0,47625.0,28280.0,16005.0,21671.0,14084.0,12523.0,21551.0,22842.0,38135.0,22909.0,25831.0,15564.0,24750.0,8284.0,5328.0,7277.0,32336.0,4223.0,39006.0,11121.0,16709.0,14193.0
Somalia,75,1090,48191,44,4183.0,61879.0,-57696.0,19254.0,6780.0,5082.0,4953.0,2172.0,1855.0,3077.0,1879.0,5463.0,6373.0,5046.0,2406.0,3703.0,1216.0,422.0,871.0,2785.0,224.0,2604.0,2207.0,6866.0,6782.0
South Africa,0,121971019,805847442,7,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,10,22212927,764402998,34,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,15,13481072,595641140,44,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,20,7708860,455053318,59,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,25,7121248,438362823,62,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,30,5983115,403714887,67,45644681.0,34244942.0,11399739.0,37827341.0,23841465.0,50307320.0,39054624.0,63794717.0,63378270.0,26942911.0,54503250.0,44731852.0,42215912.0,47580002.0,60001133.0,35427404.0,47310218.0,47420083.0,51954099.0,60087216.0,44073023.0,47901877.0,41915584.0,40974555.0,32940133.0
South Africa,50,3163002,281636019,89,39745530.0,22775700.0,16969830.0,35816330.0,22663392.0,48144464.0,37036713.0,61046819.0,60155090.0,25112452.0,51664638.0,42533156.0,39875149.0,44797937.0,55433556.0,28547240.0,37429234.0,36916711.0,40020352.0,46827249.0,34029905.0,35845873.0,31774152.0,32610717.0,26120523.0
